,total_cost,steps_skip_optimization,phase_num
1,0.7505619201152505,1,1
2,0.7552316364512455,2,1
3,0.7590110183140961,3,1
4,0.7598111329117211,4,1
5,0.7610703901431256,5,1
6,0.7609296038127749,6,1
7,0.761940398998014,7,1
8,0.7622662207355281,8,1
9,0.7637396063439499,9,1
10,0.7638318320574058,10,1
11,0.7641001909210545,11,1
12,0.764749936416319,12,1
