,total_cost,steps_skip_optimization,phase_num
1,0.7976597342816015,1,1
2,0.7998523378151895,2,1
3,0.8026592272907002,3,1
4,0.8019164066521641,4,1
5,0.805065892011609,5,1
6,0.8051558258998167,6,1
7,0.8052304762640533,7,1
8,0.8035097431212765,8,1
9,0.8053842343285803,9,1
10,0.8061694306690188,10,1
11,0.8064080489226043,11,1
12,0.8067529754168025,12,1
