,total_cost,steps_skip_optimization,phase_num
1,0.8562453372570202,1,3
2,0.8601760161471246,2,3
3,0.8612482983456942,3,3
4,0.8650034882314024,4,3
5,0.8648443625569517,5,3
6,0.8651755712277562,6,3
7,0.8658050680005576,7,3
8,0.8669646945948339,8,3
9,0.8669568374099559,9,3
10,0.8667761054337303,10,3
11,0.866741904770483,11,3
12,0.8688611709609169,12,3
