,total_cost,steps_skip_optimization,phase_num
1,0.8987842192234572,1,3
2,0.9043853832054527,2,3
3,0.9039749930063709,3,3
4,0.9042936194410892,4,3
5,0.9034475269702625,5,3
6,0.9059298026444877,6,3
7,0.9022781723280575,7,3
8,0.9035646120404892,8,3
9,0.90307769059512,9,3
10,0.9050010448648464,10,3
11,0.9029153691860246,11,3
12,0.9081514410719951,12,3
